www.devilskitchen.me.uk/2009/10/quangos-alphabet-soup-revealed.html?showComment=1256580217060#c6177684022195850442,0,1,0.13173294067382812
art-crime.blogspot.co.uk/2013/01/,0,1,0.11281484365463257
blog.richardsprague.com/2004/09/map-of-iraqi-insurgent-attacks.html,0,0,0.006736569106578827
blog.richardsprague.com/2005/01/,0,0,0.0030338282231241465
blog.richardsprague.com/2006/01/,0,0,0.002269904362037778
blog.richardsprague.com/2007/01/,0,0,0.0016101899091154337
blog.richardsprague.com/2008/01/,0,0,0.0010685301385819912
blog.richardsprague.com/2010/01/,0,0,0.0006475188420154154
blog.richardsprague.com/2011/01/,0,0,0.0003422820009291172
blog.richardsprague.com/2012/01/,0,0,0.00014253270637709647
blog.richardsprague.com/2013/01/,0,0,4.137508221901953e-05
blog.richardsprague.com/2015/01/,0,0,3.2527091207157355e-06
blog.richardsprague.com/2004/11/,0,0,0.000347092718584463
blog.richardsprague.com/2005/11/,0,0,0.00022731917852070183
blog.richardsprague.com/2006/11/,0,0,0.00013372802641242743
blog.richardsprague.com/2007/11/,0,0,6.620146450586617e-05
blog.richardsprague.com/2009/11/,0,0,2.3565507945022546e-05
blog.richardsprague.com/2012/11/,0,0,2.4144144845195115e-05
blog.richardsprague.com/2005/07/,0,0,3.89206115869456e-06
blog.richardsprague.com/2007/07/,0,0,5.2170520348227e-07
blog.richardsprague.com/2009/07/,0,0,9.9249737104401e-06
blog.richardsprague.com/2014/07/,0,0,1.8021357391262427e-05
blog.richardsprague.com/2005/08/,0,0,0.00021237815963104367
blog.richardsprague.com/2006/08/,0,0,0.00015603819338139147
blog.richardsprague.com/2006/10/,0,0,0.0002279658947372809
blog.richardsprague.com/2007/08/,0,0,6.816395034547895e-05
blog.richardsprague.com/2008/08/,0,0,3.891484084306285e-05
blog.richardsprague.com/2009/08/,0,0,1.7467626094003208e-05
blog.richardsprague.com/2010/08/,0,0,4.655794327845797e-06
blog.richardsprague.com/2011/08/,0,0,1.3086045669297164e-07
blog.richardsprague.com/2012/08/,0,0,1.11649353584653e-06
blog.richardsprague.com/2013/08/,0,0,5.37748564966023e-06
blog.richardsprague.com/2014/08/,0,0,1.8789241948979907e-05
blog.richardsprague.com/2014/08/another-difference-between-china-and.html,0,0,1.1891842888189785e-07
blog.richardsprague.com/2014/08/how-to-be-mean-or-nice.html,0,0,1.530314148112666e-05
blog.richardsprague.com/2006/05/,0,0,0.0014530726475641131
blog.richardsprague.com/2006/05/test-driving-kia.html,0,0,0.0006343827699311078
blog.richardsprague.com/2008/05/,0,0,0.0009466140763834119
blog.richardsprague.com/2011/05/,0,0,0.0008535676170140505
blog.richardsprague.com/2013/05/,0,0,0.000731695385184139
blog.richardsprague.com/2014/05/,0,0,0.0006987662636674941
blog.richardsprague.com/2014/05/my-favorite-books-about-diet-and-health.html,0,0,2.373727511439938e-05
lowrinkearney.blogspot.com/2011/03/monday-morning.html,0,0,0.00020536557713057846
lowrinkearney.blogspot.com/2013/01/,0,0,0.0005900628748349845
lowrinkearney.blogspot.com/2011/11/,0,0,0.0005302958306856453
lowrinkearney.blogspot.com/2014/11/,0,0,0.00037257096846587956
lowrinkearney.blogspot.com/2012/05/,0,0,0.0002894750505220145
lowrinkearney.blogspot.com/2012/02/,0,0,0.0002469658793415874
lowrinkearney.blogspot.com/2015/02/,0,0,7.504520181100816e-05
