url,vert_desc_prop,vert_desc_count,name_prop,name_count,is_bad_url
http://www.curlywhirleezbolton.co.uk,0.067291312,547,0.001981377,2993,0
http://www.particletherapeutics.com,0,,,,1
http://www.mylegalcashier.com,0.062180579,311,0.000836073,710,0
http://www.crbarnes.com,0.051959114,417,0.001196844,1271,0
http://www.organicblends.co,0.066439523,838,0.00133428,2322,0
http://www.grenadierestates.co.uk,0.078364566,913,0.001408725,3509,0
http://www.taxtek.co.uk,0.02725724,55,0.000314959,115,0
http://www.prettyinplastic.com,0.092844974,1189,0.001981377,4670,0
http://www.vecogroup.ch,0.057921635,326,0.001133852,1668,0
http://www.aligngroup.co.uk,0.045144804,573,0.000778807,1175,0
http://www.brightfly.co.uk,0.088586031,784,0.00148317,3322,0
http://www.rowesupply.com,0.094548552,723,0.006047209,5758,0
http://www.sunandsnow.org,0.085178876,1554,0.001649239,10218,0
http://www.subbassonline.com,0.066439523,846,0.001277015,3174,0
http://www.grouptegula.co.uk,0.074105622,403,0.00095633,1384,0
http://www.bulkgsm.com,0.074957411,625,0.001517529,2474,0
http://www.rccconsulting.co.uk,0.053662692,486,0.000910517,1135,0
http://www.cloudbusiness.com,0,,,,1
http://www.davidbaxendalebuilders.co.uk,0,,,,1
http://www.antomicwoodworking.co.uk,0.058773424,208,0.000601285,414,0
http://www.integait.co.uk,0.074957411,373,0.001093766,1548,0
http://www.gas-tec.biz,0.059625213,179,0.000721542,431,0
http://www.thefoodpackagingbroker.com,0.02044293,53,0.000418036,263,0
http://www.britishcheloniagroup.org.uk,0.067291312,405,0.001139578,1593,0
http://www.horleylogistics.co.uk,0.057921635,383,0.001007868,1445,0
http://www.group5.co.uk,3.41E-03,8,0.000108804,38,0
http://www.acpgbi.org.uk,0.074957411,836,0.00133428,3367,0
http://www.webstar-health.co.uk,0.063032368,334,0.000910517,690,0
http://www.kusch.com,0.032367973,85,0.000624191,290,0
http://www.harris-consulting.co.uk,0.208688245,2701,0.002783091,6697,0
http://www.sterlingsterilisers.com,0,,,,1
http://www.atkinsonlambert.com,0.048551959,225,0.000962056,1151,0
http://www.bvamedia.com,0.074957411,586,0.00148317,2142,0
http://www.sqlrelay.co.uk,0.077512777,906,0.001494623,3578,0
http://www.marksburybags.com,0,,,,1
http://www.geminiroofing24.co.uk,0.082623509,1244,0.001477443,4347,0
http://www.realis3d.com,0,,,,1
http://www.qfori.com,0.101362862,1125,0.001408725,2416,0
http://www.insolvencysolutionsuk.com,0.085178876,1244,0.001563341,8719,0
http://www.shears-uk.com,0.035775128,153,0.00065855,538,0
http://www.centralillustration.com,0.039182283,146,0.000698636,600,0
http://www.womanhair.co.nz,0.044293015,260,0.000864705,1026,0
http://www.crafthost.us.ipaddress.com,0.068143101,713,0.001471717,3812,0
http://www.spencer-craig-partnership.org,0.060477002,416,0.001231203,1408,0
http://www.luxair.co.uk,0.067291312,632,0.001271288,2027,0
http://www.timelesstechnologiesltd.net,0.071550256,208,0.000967783,957,0
http://www.whiskyworld.sg,0.083475298,1295,0.001866847,4917,0
http://www.urbancoastcafe.co.uk,0,,,,1
http://www.ivent.co.nz,0.04088586,96,0.000452395,314,0
http://www.fluytltd.com,0.052810903,197,0.001305647,2193,0
http://www.rugbydoubleglazing.co.uk,0.052810903,160,0.000801713,589,0
http://www.pwadvice.org,0.041737649,242,0.000944876,1335,0
http://www.quintessentiallyestates.com,0.091993186,1035,0.001574794,2630,0
http://www.ecostatconsulting.co.uk,0.017887564,105,0.000446669,281,0
http://www.placemakers.co.nz,0.127768313,1526,0.001563341,4031,0
http://www.topgeargokarts.co.nz,0.063884157,347,0.000910517,874,0
http://www.miresh.co.uk,0,,,,1
http://www.uk.pearson.com,0,,,,1
http://www.arocha.org.uk,0.095400341,862,0.001758043,4351,0
http://www.sjpcontracts.co.uk,0.045144804,181,0.000727269,824,0
http://www.regionaldevelopment.co.uk,0.05451448,236,0.000916244,1070,0
http://www.impellus.com,0,,,,1
http://www.imagebuildltd.co.uk,0.030664395,192,0.000481028,689,0
http://www.filtrationservices.co.uk,0.151618399,14524,0.003430188,82964,0
http://www.thelifeworkshub.com,0.04770017,584,0.001196844,2188,0
http://www.hitsfoundation.net,0.060477002,495,0.00118539,2275,0
http://www.proteccontrols.com,0.101362862,991,0.001815308,3377,0
http://www.praxiswealthmanagement.com,0.074105622,560,0.00148317,2141,0
http://www.advanced-learning.co.uk,0,,,,1
http://www.advantageyouwealth.com,0.043441227,236,0.000893338,1085,0
http://www.exnntech.co.uk,0,,,,1
http://www.severnvets.co.uk,0.068143101,256,0.000881885,741,0
http://www.adeptioltd.com,0.029812606,95,0.000498208,354,0
http://www.accringtongrinding.co.uk,0.045996593,494,0.000950603,1854,0
http://www.footfalls.limited,0.024701874,64,0.000309232,254,0
http://www.rangamati-textiles.co.uk,0,,,,1
http://www.harringtonsfurniture.com,0,,,,1
http://www.albertprendergast.com,8.52E-03,17,0.000120257,32,0
http://www.a-star-tutors.co.uk,0.025553663,154,0.000521114,735,0
http://www.josheppardrecruitment.com,0.053662692,213,0.000778807,700,0
http://www.theoasischurch.org.uk,0,,,,1
http://www.wellknown.net.in,0.060477002,216,0.000979236,746,0
http://www.amcdesignhouse.com,3.41E-03,7,0.000206155,60,0
http://www.russelljones.org,1.28E-02,93,0.000223334,351,0
http://www.almaproducts.co.uk,0.024701874,84,0.000515387,332,0
http://www.asoup.com,0,,,,1
http://www.olivercarty.ie,0.034923339,515,0.000836073,1783,0
http://www.erjgarageequipment.uk,0,,,,1
http://www.viva-law.com,8.52E-03,22,0.000143163,41,0
http://www.aernnova.com,0,,,,1
http://www.neonconsulting.com.au,0.040034072,178,0.000566926,410,0
http://www.jmcxy.en.forbuyers.com,0.025553663,115,0.00054402,537,0
http://www.windowcare-doubleglazingrepair.co.uk,0.099659284,789,0.002204712,3092,0
http://www.europesportsmanagement.com,0.021294719,66,0.000435216,329,0
http://www.bezzant.co.uk,0.079216354,382,0.00108804,1476,0
http://www.taybridgeconsulting.com,0,,,,1
http://www.alfredtear.co.uk,0.077512777,863,0.002365054,5318,0
http://www.pe-generators.co.uk,0.055366269,324,0.000870432,761,0
http://www.mychangingskin.com,0.051959114,593,0.001322827,1916,0
http://www.faxi.co.uk,0.074957411,453,0.001368639,2336,0
http://www.wtknowles.co.uk,0.078364566,361,0.001076587,1387,0
http://www.recyclingdestruction.co.uk,0.069846678,387,0.000984962,1347,0
http://www.risemutual.org,0.088586031,1147,0.001758043,6467,0
http://www.wearefutureproofs.com,0.093696763,627,0.001689325,2708,0
http://www.silverstoneperformance.weebly.com,0.038330494,193,0.000698636,694,0
http://www.atopixtherapeutics.co.uk,0.022146508,63,0.000423763,273,0
http://www.broadreachpsychology.co.uk,0.056218058,376,0.001002142,1169,0
http://www.play.twidaq.com,0,,,,1
http://www.weenybikini.com,0,,,,1
http://www.hamillhomes.co.uk,0.044293015,205,0.000704362,866,0
http://www.sigmascience.co.uk,0,,,,1
http://www.alingtonruthin.com,0.073253833,429,0.001242656,1944,0
http://www.environmentalservicesdesign.co.uk,0.071550256,1063,0.001271288,3183,0
http://www.luisvidal.com,0.06132879,322,0.001110946,945,0
http://www.hamiltonhodell.co.uk,0.033219761,360,0.000870432,1711,0
http://www.sallyandsarahcare.co.uk,0,,,,1
http://www.peptechcorp.com,0.083475298,705,0.009425859,13059,0
http://www.massracing.co.uk,0.02725724,306,0.00118539,1882,0
http://www.pluralbase.com,0,,,,1
http://www.woodbrook.co.uk,1.28E-02,31,0.000377951,202,0
http://www.sosnetworksolutions.co.uk,0,,,,1
http://www.telstra.com.au,0.089437819,1147,0.001557615,3229,0
http://www.etrs-stebbing.com,0.04088586,365,0.000813166,966,0
http://www.pocketenterprises.com,6.81E-03,14,0.000143163,57,0
http://www.bst.co.nz,0.084327087,618,0.00148317,2238,0
http://www.hlengineers.co.uk,0.082623509,554,0.002050096,1826,0
http://www.taidyfihomes.co.uk,0.031516184,117,0.000440942,353,0
http://www.kerryscreativecakes.co.uk,0.078364566,621,0.001139578,1889,0
http://www.dallasdesignsltd.co.uk,0,,,,1
http://www.binarynation.com,0.028109029,75,0.000618465,599,0
http://www.oilsense.co.uk,1.28E-02,36,0.000584105,236,0
http://www.lloydcloughplastering.co.uk,0.094548552,1121,0.001941292,2840,0
http://www.dogshome.net,0.060477002,747,0.001294194,3134,0
http://www.studenttenant.com,0,,,,1
http://www.dave-jolles.branded.me,0,,,,1
http://www.akenside.co.uk,0.043441227,308,0.000962056,1393,0
http://www.leevalleypaddlesportsclub.org,0.077512777,1100,0.001546162,4396,0
http://www.mustardcatering.com,0.063032368,513,0.00108804,1635,0
http://www.theshutterhouse.com,0,,,,1
http://www.rooftekltd.co.uk,0,,,,1
http://www.swampdemon.com,1.45E-02,28,0.000240514,73,0
http://www.gridinfoltd.co.uk,0.071550256,316,0.001047954,1107,0
http://www.lapponia.com,0.068994889,578,0.00135146,2596,0
http://www.m3amg.com,0.04088586,105,0.000641371,340,0
http://www.integrate.biz,0.056218058,305,0.000836073,804,0
http://www.colinfrancisbuilders.co.uk,4.26E-03,6,9.74E-05,28,0
http://www.qualityrosettes.co.uk,0.045996593,127,0.000893338,751,0
http://www.conradimorrison.com,7.67E-03,19,0.000200428,55,0
http://www.carringtonbond.co.uk,5.96E-03,22,0.000120257,78,0
http://www.gohilltrading.co.uk,0,,,,1
http://www.synex.com,0.072402044,836,0.001036501,2644,0
http://www.dirtt.net,0.097103918,671,0.001454537,2649,0
http://www.spaced.biz,0.056218058,819,0.000904791,1751,0
http://www.themerchantfox.co.uk,0.049403748,294,0.00107086,926,0
http://www.limesystems.com.au,0.052810903,189,0.000721542,530,0
http://www.jaadu.co.uk,0.051959114,393,0.001042227,1194,0
http://www.bownbuilds.com,0.040034072,106,0.000515387,338,0
http://www.bartoncarlyle.com,0.074957411,397,0.001357186,1594,0
http://www.fabricast.co.uk,0.096252129,688,0.00105368,1304,0
http://www.tnielsen.co.uk,0.069846678,637,0.001036501,3409,0
http://www.creative8ltd.com,0.068143101,315,0.000818893,806,0
http://www.smslab.co.uk,0.067291312,901,0.001025048,2565,0
http://www.anikaengineering.com,0,,,,1
http://www.cohartuk.com,0.066439523,574,0.001231203,2386,0
http://www.power-talk.com,0.030664395,102,0.000652824,361,0
http://www.turriffprintingservicesab53.co.uk,0,,,,1
http://www.houseofbruar.com,0.134582624,1999,0.002090181,5740,0
http://www.w2kontario.com,0.056218058,213,0.001002142,1351,0
http://www.flairforwarding.co.uk,0.107325383,1096,0.001849667,3975,0
http://www.thepropertyboss.co.nz,0.075809199,399,0.001374366,2247,0
http://www.biosafe-medical.co.uk,0.06132879,1218,0.001368639,5009,0
http://www.oculusfacades.com,0.034923339,92,0.000572652,311,0
http://www.mia-and-me.com,0.063884157,387,0.001110946,1525,0
http://www.mbmcp.com,0.048551959,170,0.000767354,555,0
http://www.heanorhaulage.co.uk,7.67E-03,22,0.0002806,161,0
http://www.uria.com,0.102214651,493,0.001843941,2979,0
http://www.2cl.co.uk,0.091141397,1105,0.001231203,4161,0
http://www.morefresh.co.uk,0.075809199,814,0.001259835,2435,0
http://www.westsussexmotorcyclehire.co.uk,0.086030664,842,0.001380092,2898,0
http://www.bwcfire.com,0.057921635,276,0.000899064,707,0
http://www.armkor.co.uk,0,,,,1
http://www.dcpsurveyingservices.com,3.41E-03,5,5.73E-05,17,0
http://www.hoffmansmiles.com,0,,,,1
http://www.insightdolphin.co.uk,0,,,,1
http://www.acemovers.co.uk,0.079216354,699,0.002353601,3116,0
http://www.tejcontrol.com,0.04088586,174,0.000578379,756,0
http://www.certcon.org,0.072402044,474,0.001311374,1773,0
http://www.watstonforestry.co.uk,0.066439523,715,0.001282741,1840,0
http://www.enspiresolutions.co.uk,0.070698467,492,0.001924112,1563,0
http://www.welwyngardenalarms.co.uk,0.050255537,288,0.000990689,1473,0
http://www.tapfunhouse.com,5.96E-03,15,8.59E-05,24,0
http://www.martintiano.co.uk,0.051107325,233,0.000681456,626,0
http://www.abbeyfieldbasildon.com,0.085178876,2437,0.001895479,10556,0
http://www.hatrickbruce.co.uk,0.066439523,568,0.000899064,1275,0
http://www.charmouthcaravans.co.uk,0.071550256,2618,0.001712231,5170,0
http://www.flatiron.ca,0.091141397,482,0.001145305,1645,0
http://www.leighbrothers.com,0.044293015,217,0.000824619,860,0
http://www.petercoopergroup.co.uk,0.02725724,75,0.000475302,327,0
http://www.allcarservicingarmthorpe.co.uk,6.81E-03,12,6.30E-05,19,0
http://www.cge.com.au,0.089437819,1201,0.001626333,4184,0
http://www.carolinescookery.co.uk,0.055366269,626,0.001173937,2770,0
http://www.universal-crane-mats.com,0.096252129,776,0.00146599,3078,0
http://www.blincdigitalarts.com,0.045996593,294,0.000761628,1120,0
http://www.oldhamglass.co.uk,0.089437819,1110,0.001717957,4882,0
http://www.friskafood.com,0.072402044,583,0.00121975,2137,0
http://www.platform1online.com,0.066439523,670,0.001385819,3309,0
http://www.simbacapital.com,0.068143101,475,0.001918386,1458,0
http://www.psrlighting.com,0.04770017,586,0.000864705,1536,0
http://www.yoomoo.com,0,,,,1
http://www.ophprop.co.za,0.057921635,567,0.000864705,1661,0
http://www.ministeps.co.uk,0.052810903,455,0.001059407,2459,0
http://www.copas.org,0.086030664,651,0.001168211,1541,0
http://www.vlccwellness.com,0.017035775,30,0.000418036,217,0
http://www.ordino-tf.co.uk,0.044293015,205,0.000841799,798,0
http://www.southchurch.co,0.02044293,95,0.000400857,390,0
http://www.velocitybaits.com,0,,,,1
http://www.sit.com.mt,0.074957411,926,0.001494623,4034,0
http://www.durham-design.co.uk,0.065587734,440,0.00118539,1643,0
http://www.techman-engineering.co.uk,0.068994889,227,0.000824619,746,0
http://www.derbycar-repairs.co.uk,0.081771721,604,0.001912659,2646,0
http://www.mgtpower.com,0.065587734,548,0.001534708,2590,0
http://www.insurancesurrey.co.uk,0.075809199,719,0.001368639,2576,0
http://www.swlautograss.co.uk,0,,,,1
http://www.tiger-rf.com,0.052810903,148,0.000858979,616,0
http://www.ifscurrency.com,0.033219761,143,0.000864705,957,0
http://www.quastelassociates.com,0.02725724,70,0.000435216,250,0
http://www.citysocialwifi.com,0.089437819,1586,0.00135146,4713,0
http://www.vrum.co,0,,,,1
http://www.dgc-developments-limited.co.uk,0.074105622,768,0.001477443,2381,0
http://www.straight8uk.com,8.52E-04,1,8.59E-05,23,0
http://www.sybarisinteriors.co,0.077512777,610,0.002250524,2507,0
http://www.dowsonfoodmachinery.co.uk,0,,,,1
http://www.business-lunches.com,0.092844974,1638,0.001826761,6535,0
http://www.fairy-fashion.com,6.81E-03,29,0.000286326,256,0
http://www.johnkirkham.eu,0.02044293,54,0.000366498,198,0
http://www.cherithsimmons.co.uk,0.110732538,3989,0.002342148,13924,0
http://www.turnwaterltdleominster.co.uk,1.36E-02,33,0.000349318,163,0
http://www.asirihospitals.com,0.085178876,1023,0.001294194,2661,0
http://www.wepsolutions.co.in,0.063032368,1384,0.002468132,6579,0
http://www.cadzowhh.co.uk,0.085178876,1035,0.001311374,3678,0
http://www.eastmallingtrust.org,8.52E-03,23,0.000166069,62,0
http://www.fivebyfivesolutions.com,0,,,,1
http://www.theheritagewardrobecompany.com,0.079216354,808,0.00148317,3902,0
http://www.rocktownsend.co.uk,0.086030664,12165,0.001912659,31062,0
http://www.exoticcars.co.uk,0.043441227,217,0.000761628,834,0
http://www.tenneco.com,0.086882453,747,0.001632059,2596,0
http://www.doverstreetentertainment.com,0.101362862,1489,0.002113087,6538,0
http://www.transgo.org,0.104770017,843,0.001683598,3115,0
http://www.loudounhillcontractsltd.co.uk,5.11E-03,7,4.01E-05,10,0
http://www.mclmenterprise.co.uk,0,,,,1
http://www.bidvest.com,0.089437819,1035,0.00146599,3743,0
http://www.bryonykimmings.com,0.025553663,55,0.000492481,240,0
http://www.northdevonmovingimage.org.uk,0.098807496,1956,0.001815308,6906,0
http://www.worldwidefoodsourcing.co.uk,0.031516184,75,0.000595559,492,0
http://www.ilgbusiness.co.uk,0.078364566,1052,0.001357186,2446,0
http://www.scangl.com,0.068994889,588,0.001340007,2065,0
http://www.coxwelldomes.in,0.051959114,334,0.00107086,1624,0
http://www.bussms.co.uk,3.41E-03,5,7.44E-05,25,0
http://www.innocomholding.com,0.115843271,2953,0.002055822,14153,0
http://www.impactequipment.co.uk,0.03407155,158,0.000446669,469,0
http://www.miragedistribution.com,0.015332198,25,0.000257694,126,0
http://www.marlborough-training.co.uk,0.063032368,222,0.001019321,2261,0
http://www.stowmaries.org.uk,0.072402044,506,0.001242656,2200,0
http://www.takenet.de,0.058773424,638,0.001254109,2223,0
http://www.marinertradingcompanyinc.com,0.068143101,477,0.001322827,2089,0
http://www.sanfordcoop.org,0.045144804,212,0.000698636,784,0
http://www.mearnscompany.com,0.059625213,672,0.001242656,3396,0
http://www.accentus-cardiac.com,0.045144804,228,0.000950603,2007,0
http://www.abbeybuilderscontractors.co.uk,0.077512777,296,0.000813166,688,0
http://www.melkboerdienste.co.za,0.05451448,298,0.000904791,1231,0
http://www.daval-construct.com,0.042589438,233,0.000572652,510,0
http://www.hornsinnchurchtown.co.uk,0.051107325,201,0.000910517,922,0
http://www.northronaldsayyarn.co.uk,0.029812606,85,0.000555473,430,0
http://www.dhdrawings.com,0.065587734,386,0.001156758,1491,0
http://www.martexpaints.co.uk,0.02725724,229,0.000607012,887,0
http://www.podeum.co.uk,0.038330494,133,0.000532567,343,0
http://www.aware-ni.org,0.055366269,470,0.00092197,1674,0
http://www.globalauto.co.in,0.051959114,213,0.000853252,757,0
http://www.highlanderinternational.co.uk,0.117546848,997,0.00186112,2347,0
http://www.oliverandsanders.co.uk,0.079216354,470,0.001191117,1600,0
http://www.dpconnect.co.uk,0.093696763,1154,0.001643512,3651,0
http://www.historyworks.tv,0.057921635,398,0.000692909,777,0
http://www.hampshire-garden-machinery.co.uk,0.099659284,2262,0.001620606,4719,0
http://www.shazament.com,0.077512777,658,0.001179664,3907,0
http://www.biasi.co.uk,0.068143101,817,0.001271288,1907,0
http://www.fieldingandnicholson.com,0.042589438,161,0.000773081,939,0
http://www.rinox.in,0.06132879,482,0.001231203,2218,0
http://www.auroradeaf.org,0.044293015,217,0.000893338,1265,0
http://www.abbeyasphaltroofing.co.uk,0.070698467,456,0.00118539,1422,0
http://www.caldera-it.co.uk,0,,,,1
http://www.krmcontractorsnewport.co.uk,0.066439523,570,0.001128125,1733,0
http://www.restructltd.co.uk,0.06132879,245,0.000899064,692,0
http://www.tastefool.co.uk,0.034923339,182,0.000549746,564,0
http://www.biggroup.co.uk,0.053662692,225,0.000732995,695,0
http://www.aseuconsult.com,0.028960818,92,0.000429489,444,0
http://www.dandelionantiques.co.uk,0.082623509,624,0.001958471,2715,0
http://www.thamessecurity.net,0.080068143,772,0.001425905,2360,0
http://www.pottercowan.com,0.067291312,245,0.000984962,909,0
http://www.logoman-hk.weebly.com,0.046848382,414,0.000916244,1554,0
http://www.robertnuttallfuneralservice.co.uk,0,,,,1
http://www.jonraybuilding.co.uk,0.046848382,110,0.000566926,262,0
http://www.ithacabusiness.biz,0.030664395,130,0.000778807,858,0
http://www.businessvector.com,0.049403748,283,0.000773081,508,0
http://www.prtfoods.co.uk,0,,,,1
http://www.canlogic.co.uk,0.065587734,1032,0.001248382,3646,0
http://www.rodial.co.uk,0.082623509,1557,0.00146599,5434,0
http://www.aspire-mobile.com,0.017887564,44,0.000332138,133,0
http://www.luminescence.co.uk,0.068994889,590,0.001265562,2485,0
http://www.intermixonline.com,0.102214651,3738,0.002359328,16994,0
http://www.lloydsbankfoundation.org.uk,0.078364566,1036,0.001431631,3253,0
http://www.urbansportsfitness.co.uk,0.066439523,674,0.001093766,1705,0
http://www.lordritewoodenfloors.co.uk,0.028109029,105,0.000463848,313,0
http://www.ocolimited.co.uk,0.070698467,315,0.001105219,1977,0
http://www.lbe2016.co.uk,0.222316865,2534,0.002926254,8842,0
http://www.colchesteraps.org,0.055366269,494,0.000836073,1453,0
http://www.peterboroughgardenpark.co.uk,0.097955707,998,0.001551888,3796,0
http://www.vlaseaccountingservices.co.uk,0,,,,1
http://www.ac-cess.com,0,,,,1
http://www.southnet.co.uk,1.45E-02,34,0.000355044,190,0
http://www.freewall.co.uk,0.070698467,431,0.001019321,1179,0
http://www.wigmoreschool.org.uk,0.073253833,1302,0.00161488,6353,0
http://www.beechbrae.co.uk,0.056218058,274,0.00095633,1241,0
http://www.searchlightcap.com,0,,,,1
http://www.refix.co.uk,0,,,,1
http://www.awcowangroundworksltd.com,0.057069847,363,0.000870432,1347,0
http://www.aquascorp.co.uk,0.059625213,511,0.001357186,1407,0
http://www.haunted-media.com,0.098807496,816,0.001838214,2890,0
http://www.successfulsign.com,3.41E-03,5,0.000108804,39,0
http://www.thelightbulbapprenticeships.com,0.082623509,897,0.001305647,2304,0
http://www.bdmsolutions.co.in,1.45E-02,49,0.000423763,507,0
http://www.haiku.co.nz,0.069846678,432,0.001265562,1664,0
http://www.communitylinksbromley.org.uk,0.058773424,440,0.00120257,1948,0
http://www.caldecottfostering.co.uk,0.087734242,965,0.001964198,4463,0
http://www.wtlholidays.com,0.057921635,256,0.000950603,751,0
http://www.lrn.com,0.062180579,421,0.001105219,2428,0
http://www.kayaksandpaddles.co.uk,0.079216354,508,0.000893338,1394,0
http://www.afsltd.co.uk,0.074105622,676,0.001145305,2245,0
http://www.touchwerks.com,0,,,,1
http://www.desertfoxclothing.com.au,0,,,,1
